Receipt#,Total Amount,Total Items,Date,Void Count,Void Amount,Return Count,Return Amount,Cashier Name,Register ID
652,270.87,27,2024-05-04 16:14:04.251799,1,45.14,2,7.58,Ali,1
653,295.49,42,2024-04-15 16:14:04.251804,2,10.11,1,21.06,Arif,1
654,373.99,50,2024-03-14 16:14:04.251808,3,26.83,0,0.0,Ramzan,3
655,218.67,6,2024-03-22 16:14:04.251813,2,8.23,2,6.16,Arif,3
656,68.15,15,2023-11-30 16:14:04.251818,3,42.72,1,20.57,Asif,5
657,145.47,30,2024-07-22 16:14:04.251822,0,0.0,1,0.28,Junaid,2
658,184.73,42,2024-06-23 16:14:04.251826,2,22.09,1,12.63,Junaid,4
659,324.73,37,2024-06-16 16:14:04.251831,2,34.01,0,0.0,Ali,1
660,287.54,37,2024-05-06 16:14:04.251835,0,0.0,2,3.03,Junaid,4
661,181.27,42,2024-02-18 16:14:04.251840,2,35.85,0,0.0,Ramzan,5
662,493.33,37,2023-09-12 16:14:04.251844,0,0.0,0,0.0,Asif,1
663,304.86,35,2024-06-15 16:14:04.251849,1,24.44,0,0.0,Arif,5
664,122.43,23,2023-09-06 16:14:04.251853,3,44.94,2,15.61,Asif,5
665,55.38,6,2024-05-15 16:14:04.251858,0,0.0,0,0.0,Junaid,3
666,80.67,4,2024-07-31 16:14:04.251862,2,22.27,0,0.0,Arif,4
667,126.75,18,2024-02-02 16:14:04.251866,0,0.0,0,0.0,Ali,4
668,84.54,9,2024-02-06 16:14:04.251871,2,2.78,0,0.0,Asif,3
669,97.35,49,2024-03-16 16:14:04.251875,1,6.6,1,18.68,Arif,4
670,146.12,29,2023-11-29 16:14:04.251879,0,0.0,0,0.0,Arif,3
671,90.82,13,2024-01-07 16:14:04.251884,1,20.77,1,21.02,Arif,1
672,448.9,47,2024-02-02 16:14:04.251888,3,28.2,0,0.0,Ramzan,5
673,44.72,17,2024-08-01 16:14:04.251894,2,27.94,2,12.56,Asif,5
674,264.63,45,2024-05-19 16:14:04.251900,2,33.64,1,26.96,Arif,4
675,208.15,32,2024-01-30 16:14:04.251905,1,15.41,1,15.35,Asif,2
676,491.28,48,2024-02-15 16:14:04.251910,3,1.09,1,18.53,Arif,5
677,60.46,22,2023-11-07 16:14:04.251919,0,0.0,1,8.48,Ali,3
678,201.94,4,2023-09-11 16:14:04.251924,0,0.0,2,23.54,Ali,2
679,484.89,5,2024-08-22 16:14:04.251929,2,12.72,0,0.0,Ali,2
680,433.43,37,2023-11-12 16:14:04.251933,1,0.15,1,14.93,Junaid,5
681,409.45,41,2024-02-20 16:14:04.251938,1,10.9,2,18.27,Arif,5
682,132.66,49,2024-01-01 16:14:04.251943,0,0.0,1,23.34,Junaid,5
683,89.59,13,2024-08-29 16:14:04.251958,3,3.65,0,0.0,Asif,3
684,335.98,34,2024-03-05 16:14:04.251964,3,21.18,1,24.94,Junaid,2
685,465.04,45,2024-04-02 16:14:04.251968,0,0.0,2,29.19,Asif,4
686,280.6,22,2024-02-15 16:14:04.251973,0,0.0,0,0.0,Asif,3
687,287.95,23,2024-01-31 16:14:04.251978,1,35.02,2,10.74,Asif,1
688,143.59,3,2023-12-01 16:14:04.251983,3,27.06,0,0.0,Junaid,5
689,385.9,42,2023-11-27 16:14:04.251987,0,0.0,0,0.0,Arif,2
690,97.59,34,2023-10-29 16:14:04.251992,0,0.0,0,0.0,Junaid,3
691,165.22,32,2024-05-12 16:14:04.251997,2,3.01,1,12.29,Arif,1
692,215.59,45,2023-12-27 16:14:04.252001,0,0.0,2,4.81,Arif,3
693,256.27,49,2024-05-12 16:14:04.252006,0,0.0,2,16.44,Asif,3
694,124.99,21,2024-04-15 16:14:04.252010,3,44.71,2,27.31,Junaid,4
695,61.84,46,2024-01-22 16:14:04.252014,1,49.31,0,0.0,Arif,4
696,307.26,44,2023-12-28 16:14:04.252018,3,23.6,1,20.65,Ali,3
697,147.87,21,2024-08-18 16:14:04.252023,1,14.35,0,0.0,Arif,1
698,292.71,44,2024-02-15 16:14:04.252027,2,9.0,2,14.42,Ali,2
699,81.41,11,2024-03-13 16:14:04.252032,0,0.0,1,7.04,Junaid,2
700,243.16,39,2023-09-25 16:14:04.252037,2,6.77,1,0.38,Junaid,5
701,268.63,4,2023-09-20 16:14:04.252042,1,32.08,1,2.67,Junaid,5
702,30.65,1,2024-02-07 16:14:04.252047,3,36.46,2,3.31,Arif,2
703,171.62,28,2024-06-09 16:14:04.252052,3,48.19,1,17.22,Ramzan,3
704,71.54,24,2024-01-06 16:14:04.252056,2,18.72,1,14.82,Arif,3
705,36.37,35,2024-06-28 16:14:04.252061,1,44.57,0,0.0,Arif,4
706,495.03,13,2023-10-19 16:14:04.252065,2,22.43,0,0.0,Asif,4
707,164.57,47,2023-12-03 16:14:04.252070,2,45.86,1,28.48,Asif,5
708,405.89,34,2024-08-19 16:14:04.252075,0,0.0,1,23.39,Arif,2
709,131.05,11,2024-02-13 16:14:04.252079,2,18.87,0,0.0,Ali,3
710,342.34,36,2023-11-03 16:14:04.252084,0,0.0,0,0.0,Asif,2
711,381.31,17,2023-11-18 16:14:04.252092,0,0.0,0,0.0,Arif,1
712,299.84,35,2023-09-28 16:14:04.252097,3,4.01,2,2.25,Ramzan,2
713,238.43,18,2024-08-19 16:14:04.252101,0,0.0,2,21.71,Ali,1
714,208.86,40,2024-07-21 16:14:04.252105,0,0.0,0,0.0,Junaid,4
715,177.69,22,2023-10-08 16:14:04.252109,3,48.21,1,27.14,Arif,4
716,465.12,24,2024-01-26 16:14:04.252114,2,43.73,0,0.0,Arif,5
717,416.16,19,2024-06-24 16:14:04.252119,1,6.65,2,19.33,Ali,2
718,482.69,37,2024-01-09 16:14:04.252123,1,43.01,1,13.7,Asif,2
719,66.53,39,2024-05-31 16:14:04.252127,1,5.93,2,29.32,Asif,1
720,366.78,21,2024-08-07 16:14:04.252132,2,49.64,1,7.92,Asif,4
721,469.48,8,2024-04-21 16:14:04.252137,0,0.0,2,1.5,Junaid,1
722,94.71,28,2024-02-20 16:14:04.252141,1,19.65,1,24.4,Ali,4
723,37.92,5,2024-03-18 16:14:04.252146,2,6.37,1,26.22,Ali,1
724,371.85,17,2024-05-16 16:14:04.252150,0,0.0,1,25.57,Asif,4
725,289.36,37,2024-01-13 16:14:04.252154,3,48.94,1,10.81,Asif,1
726,421.71,36,2024-03-18 16:14:04.252158,1,41.74,2,20.3,Ramzan,4
727,74.19,19,2024-03-13 16:14:04.252163,0,0.0,2,12.78,Ramzan,1
728,398.66,27,2024-02-20 16:14:04.252168,1,37.81,1,3.48,Arif,2
729,104.81,34,2024-04-12 16:14:04.252173,1,48.92,1,25.54,Arif,5
730,86.01,11,2024-01-30 16:14:04.252177,1,23.15,2,26.71,Ali,1
731,86.31,45,2024-04-25 16:14:04.252182,0,0.0,1,0.29,Ali,5
732,408.21,47,2024-07-22 16:14:04.252187,2,35.95,1,4.15,Junaid,2
733,334.27,12,2024-01-05 16:14:04.252192,0,0.0,1,19.42,Junaid,2
734,263.92,21,2024-08-23 16:14:04.252196,1,21.21,0,0.0,Ramzan,4
735,182.62,11,2023-11-30 16:14:04.252201,0,0.0,1,9.86,Arif,5
736,439.21,39,2024-08-06 16:14:04.252206,3,18.96,0,0.0,Ramzan,3
737,199.26,28,2024-03-06 16:14:04.252210,2,11.48,1,26.84,Ramzan,4
738,409.22,5,2024-05-10 16:14:04.252214,0,0.0,2,28.65,Arif,5
739,222.37,17,2023-10-05 16:14:04.252219,3,23.03,0,0.0,Junaid,1
740,191.59,20,2024-07-28 16:14:04.252223,2,7.76,0,0.0,Arif,1
741,234.03,41,2023-10-04 16:14:04.252228,3,9.42,1,8.05,Asif,2
742,154.18,46,2024-08-12 16:14:04.252233,2,43.76,1,21.99,Asif,3
743,375.07,12,2024-08-17 16:14:04.252237,0,0.0,0,0.0,Asif,1
744,253.85,6,2024-04-28 16:14:04.252242,3,38.27,2,11.18,Ali,5
745,119.95,17,2024-05-22 16:14:04.252246,1,1.61,2,10.28,Junaid,5
746,450.29,19,2024-08-22 16:14:04.252250,3,33.01,1,3.41,Junaid,1
747,195.03,26,2023-10-19 16:14:04.252255,2,30.75,2,12.01,Ali,5
748,274.06,48,2024-06-15 16:14:04.252260,0,0.0,2,13.7,Ramzan,5
749,453.7,44,2024-05-02 16:14:04.252264,2,46.81,1,25.07,Asif,2
750,314.0,44,2024-06-29 16:14:04.252269,3,44.45,2,20.7,Asif,3
751,62.86,32,2024-01-03 16:14:04.252273,3,12.03,1,14.35,Ramzan,2
752,470.22,6,2023-09-25 16:14:04.252277,1,3.36,0,0.0,Arif,3
753,315.72,36,2024-07-05 16:14:04.252282,0,0.0,1,12.65,Arif,5
754,170.78,38,2023-11-18 16:14:04.252287,0,0.0,0,0.0,Junaid,3
755,73.94,11,2024-05-13 16:14:04.252291,3,29.7,0,0.0,Ali,5
756,398.04,33,2024-01-07 16:14:04.252296,0,0.0,2,26.58,Junaid,5
757,311.94,24,2023-09-09 16:14:04.252300,1,22.32,2,5.0,Arif,2
758,269.06,23,2024-04-23 16:14:04.252305,2,33.6,2,3.98,Ramzan,2
759,447.48,15,2024-02-26 16:14:04.252310,0,0.0,1,21.79,Junaid,4
760,395.36,27,2024-06-08 16:14:04.252315,3,43.61,2,29.45,Asif,1
761,80.08,11,2023-10-27 16:14:04.252319,2,12.24,0,0.0,Asif,4
762,159.3,50,2023-10-27 16:14:04.252334,2,2.21,2,25.33,Ramzan,4
763,128.0,17,2024-07-05 16:14:04.252380,1,21.95,2,3.11,Arif,3
764,373.25,14,2024-06-10 16:14:04.252390,3,26.99,1,27.34,Asif,5
765,21.6,27,2024-03-26 16:14:04.252395,0,0.0,1,14.48,Asif,5
766,287.1,18,2024-07-08 16:14:04.252399,3,37.72,0,0.0,Ali,5
767,382.42,28,2023-11-10 16:14:04.252403,2,38.8,1,17.07,Junaid,1
768,439.0,47,2024-08-19 16:14:04.252408,3,7.01,2,13.14,Arif,3
769,174.33,47,2024-03-26 16:14:04.252521,0,0.0,1,18.34,Junaid,3
770,411.52,4,2023-11-12 16:14:04.252545,0,0.0,0,0.0,Arif,5
771,59.76,7,2023-09-21 16:14:04.252552,1,49.67,2,23.37,Asif,4
772,423.99,45,2024-02-22 16:14:04.252556,0,0.0,0,0.0,Ali,1
773,68.11,35,2024-02-11 16:14:04.252561,0,0.0,1,18.34,Junaid,4
774,201.66,48,2024-05-23 16:14:04.252566,3,11.71,1,25.88,Asif,2
775,399.66,9,2024-07-25 16:14:04.252570,3,45.82,0,0.0,Arif,3
776,79.21,8,2023-11-03 16:14:04.252575,2,28.81,2,26.4,Junaid,3
777,118.48,45,2023-09-14 16:14:04.252580,1,28.87,1,21.82,Junaid,4
778,362.52,17,2023-10-16 16:14:04.252585,3,38.63,1,26.75,Asif,1
779,361.42,17,2024-04-30 16:14:04.252590,0,0.0,2,14.49,Junaid,3
780,322.37,49,2024-07-11 16:14:04.252594,2,40.92,1,14.64,Ali,4
781,348.5,33,2023-09-11 16:14:04.252599,3,11.85,0,0.0,Ali,1
782,273.65,32,2024-03-31 16:14:04.252604,1,43.81,1,26.63,Asif,4
783,129.64,8,2023-09-17 16:14:04.252609,1,49.28,1,13.22,Arif,1
784,176.12,19,2023-10-30 16:14:04.252613,2,26.06,2,1.9,Asif,5
785,94.89,38,2024-07-02 16:14:04.252619,2,20.68,0,0.0,Ali,1
786,454.68,3,2023-11-17 16:14:04.252623,2,13.76,2,19.65,Ramzan,2
787,293.78,5,2024-08-11 16:14:04.252628,2,27.84,1,0.37,Ramzan,5
788,203.42,13,2024-03-08 16:14:04.252632,2,29.58,1,26.05,Junaid,4
789,233.69,47,2023-12-04 16:14:04.252637,0,0.0,2,15.74,Junaid,5
790,473.91,46,2024-01-26 16:14:04.252641,0,0.0,2,22.31,Ramzan,5
791,80.91,31,2023-09-29 16:14:04.252645,3,36.76,2,21.71,Ali,4
792,295.18,16,2024-02-25 16:14:04.252650,1,8.76,0,0.0,Junaid,4
793,255.41,50,2024-07-28 16:14:04.252654,0,0.0,1,6.72,Asif,2
794,307.67,32,2023-12-17 16:14:04.252658,0,0.0,2,28.67,Asif,4
795,13.96,22,2023-10-06 16:14:04.252662,0,0.0,1,26.19,Ali,3
796,436.7,29,2024-03-11 16:14:04.252667,3,33.94,0,0.0,Junaid,3
797,466.4,22,2024-08-26 16:14:04.252671,2,27.79,0,0.0,Asif,2
798,284.74,43,2024-01-30 16:14:04.252676,3,2.34,0,0.0,Junaid,1
799,349.84,3,2023-12-26 16:14:04.252680,1,17.22,0,0.0,Junaid,1
800,461.64,10,2024-07-09 16:14:04.252685,1,32.17,1,15.57,Asif,3
801,355.08,42,2024-01-24 16:14:04.252689,1,19.06,0,0.0,Ramzan,4
802,80.51,21,2024-02-29 16:14:04.252694,1,26.22,0,0.0,Asif,2
803,290.26,16,2023-10-12 16:14:04.252711,0,0.0,2,20.65,Ali,1
804,305.32,12,2024-01-10 16:14:04.252718,0,0.0,0,0.0,Arif,1
805,214.94,2,2023-09-05 16:14:04.252722,3,34.82,2,18.55,Asif,5
806,369.54,41,2024-06-15 16:14:04.252727,2,20.41,0,0.0,Junaid,3
807,467.51,24,2024-01-23 16:14:04.252733,1,14.99,0,0.0,Junaid,4
808,463.16,35,2024-06-03 16:14:04.252736,3,9.19,2,12.99,Asif,2
809,228.17,30,2023-12-09 16:14:04.252741,0,0.0,0,0.0,Arif,1
810,61.05,30,2023-10-04 16:14:04.252745,0,0.0,1,21.8,Asif,5
811,492.5,47,2024-04-16 16:14:04.252759,2,26.9,1,14.46,Arif,3
812,420.25,35,2023-10-22 16:14:04.252763,2,12.05,0,0.0,Arif,3
813,66.71,19,2023-12-01 16:14:04.252768,2,11.27,1,19.91,Ali,2
814,460.82,50,2023-12-29 16:14:04.252774,3,42.88,2,19.24,Junaid,1
815,435.6,8,2024-01-07 16:14:04.252779,0,0.0,0,0.0,Junaid,2
816,261.82,26,2024-01-22 16:14:04.252783,0,0.0,0,0.0,Arif,2
817,297.68,49,2023-11-03 16:14:04.252787,2,7.22,2,4.46,Junaid,5
818,202.51,40,2024-04-17 16:14:04.252792,1,23.15,2,24.79,Ramzan,3
819,32.11,7,2024-03-20 16:14:04.252797,2,2.88,2,26.76,Arif,4
820,170.92,30,2024-04-29 16:14:04.252801,3,20.63,0,0.0,Junaid,3
821,402.41,7,2024-07-19 16:14:04.252806,2,20.83,2,18.39,Ramzan,3
822,7.29,3,2024-04-12 16:14:04.252810,2,26.5,2,0.35,Ali,5
823,170.08,1,2024-01-15 16:14:04.252815,3,19.42,1,28.03,Junaid,4
824,202.09,36,2024-04-30 16:14:04.252819,2,12.75,1,15.17,Ramzan,1
825,271.01,25,2024-01-08 16:14:04.252824,0,0.0,0,0.0,Asif,4
826,460.33,37,2023-11-15 16:14:04.252829,1,16.51,1,14.08,Asif,1
827,176.44,1,2023-10-25 16:14:04.252833,2,3.95,1,14.88,Ramzan,4
828,176.74,15,2023-09-25 16:14:04.252837,3,22.49,2,4.96,Arif,2
829,370.06,37,2024-02-20 16:14:04.252842,1,18.55,2,22.54,Arif,4
830,228.85,13,2024-03-13 16:14:04.252847,3,26.78,1,9.62,Junaid,5
831,116.18,40,2024-08-18 16:14:04.252851,1,41.47,1,9.93,Asif,1
832,228.96,8,2023-12-23 16:14:04.252855,1,2.58,1,8.34,Arif,3
833,74.72,5,2024-03-19 16:14:04.252859,2,18.86,0,0.0,Arif,5
834,92.31,9,2024-05-31 16:14:04.252864,0,0.0,0,0.0,Asif,1
835,251.69,1,2023-12-27 16:14:04.252868,2,30.25,0,0.0,Ali,1
836,212.37,36,2024-05-16 16:14:04.252873,3,1.98,1,15.21,Arif,3
837,457.85,35,2024-03-04 16:14:04.252877,3,3.64,1,16.51,Ramzan,2
838,184.38,2,2024-04-22 16:14:04.252881,1,40.23,0,0.0,Junaid,5
839,292.39,40,2024-03-11 16:14:04.252886,1,29.38,0,0.0,Arif,3
840,317.97,23,2024-04-11 16:14:04.252890,0,0.0,1,11.36,Arif,3
841,11.48,9,2023-11-01 16:14:04.252895,2,33.57,2,24.51,Ali,2
842,333.45,34,2023-09-08 16:14:04.252900,3,10.85,0,0.0,Ramzan,5
843,93.13,46,2024-04-13 16:14:04.252904,1,10.44,1,2.36,Junaid,3
844,480.73,14,2023-11-22 16:14:04.252909,0,0.0,1,13.33,Arif,2
845,78.59,4,2024-08-27 16:14:04.252913,3,45.35,2,17.19,Junaid,5
846,210.24,30,2023-12-12 16:14:04.252917,1,15.16,1,2.64,Asif,4
847,47.25,31,2024-05-27 16:14:04.252922,3,45.45,1,14.95,Arif,1
848,498.45,38,2024-07-20 16:14:04.252928,0,0.0,0,0.0,Arif,2
849,253.59,11,2024-05-01 16:14:04.252933,0,0.0,0,0.0,Asif,1
850,299.72,35,2024-02-06 16:14:04.252937,3,10.59,2,9.48,Ali,4
851,38.2,8,2023-12-26 16:14:04.252942,2,9.5,2,29.42,Arif,3
852,376.23,3,2023-11-22 16:14:04.252947,3,37.07,1,22.36,Junaid,3
853,108.9,14,2024-05-01 16:14:04.252952,1,37.34,0,0.0,Ramzan,5
854,449.54,13,2023-09-14 16:14:04.252956,2,37.72,2,0.53,Junaid,2
855,106.54,45,2024-01-02 16:14:04.252961,1,45.72,2,12.1,Ali,2
856,99.39,32,2023-10-07 16:14:04.252965,3,34.78,2,1.07,Ramzan,5
857,23.09,34,2023-09-03 16:14:04.252970,2,35.19,1,16.47,Junaid,1
858,238.67,45,2023-12-25 16:14:04.252975,1,19.83,0,0.0,Junaid,3
859,284.6,19,2024-01-16 16:14:04.252979,3,11.97,2,24.78,Asif,3
860,37.53,38,2024-08-24 16:14:04.252983,3,16.08,0,0.0,Ali,2
861,388.89,16,2024-07-16 16:14:04.252988,2,14.15,2,23.75,Asif,2
862,229.38,2,2024-04-04 16:14:04.253006,3,23.31,2,28.9,Ramzan,5
863,264.57,40,2024-05-11 16:14:04.253013,0,0.0,0,0.0,Asif,4
864,223.18,17,2024-02-07 16:14:04.253018,1,32.44,0,0.0,Ali,1
865,203.38,34,2023-09-13 16:14:04.253022,1,15.42,0,0.0,Arif,4
866,282.02,42,2024-04-30 16:14:04.253027,3,17.98,1,19.13,Arif,4
867,81.84,16,2024-03-29 16:14:04.253032,3,44.14,2,26.7,Ramzan,2
868,95.05,38,2023-09-28 16:14:04.253036,0,0.0,1,16.87,Arif,2
869,431.58,2,2023-11-09 16:14:04.253041,2,23.3,0,0.0,Asif,2
870,473.33,2,2024-02-26 16:14:04.253045,3,40.14,2,19.64,Ramzan,4
871,189.79,26,2024-01-03 16:14:04.253050,3,36.12,1,13.69,Ali,1
872,139.02,13,2023-11-23 16:14:04.253054,3,38.08,2,10.23,Ramzan,2
873,323.78,47,2023-12-05 16:14:04.253058,3,16.01,1,24.76,Ramzan,3
874,207.32,31,2024-03-09 16:14:04.253063,1,10.16,0,0.0,Junaid,1
875,17.57,34,2024-01-28 16:14:04.253068,3,15.65,1,24.5,Junaid,3
876,82.3,39,2023-11-25 16:14:04.253073,1,2.29,2,25.33,Ramzan,1
877,359.41,3,2024-03-16 16:14:04.253078,3,43.2,2,9.96,Arif,2
878,331.17,8,2024-03-05 16:14:04.253083,2,37.06,2,23.02,Junaid,5
879,18.41,23,2023-09-08 16:14:04.253087,0,0.0,2,18.0,Ali,2
880,114.88,14,2024-01-13 16:14:04.253092,2,0.81,0,0.0,Asif,4
881,119.38,27,2024-04-16 16:14:04.253096,3,27.67,1,21.5,Junaid,4
882,337.59,29,2024-03-29 16:14:04.253100,3,29.2,0,0.0,Ramzan,1
883,14.76,39,2024-04-26 16:14:04.253105,3,36.0,0,0.0,Arif,4
884,56.53,39,2024-05-06 16:14:04.253109,2,14.76,0,0.0,Asif,2
885,400.96,1,2024-07-02 16:14:04.253118,3,9.81,2,10.9,Junaid,3
886,93.38,17,2024-05-26 16:14:04.253123,2,11.5,2,13.58,Arif,2
887,328.11,41,2024-03-24 16:14:04.253128,1,28.49,2,2.92,Arif,1
888,122.9,30,2024-07-02 16:14:04.253132,0,0.0,1,19.77,Arif,4
889,54.22,13,2023-12-02 16:14:04.253136,0,0.0,2,0.07,Ramzan,3
890,125.37,21,2023-09-14 16:14:04.253144,2,12.29,1,10.65,Ali,5
891,362.52,19,2024-05-30 16:14:04.253148,1,27.53,2,19.01,Arif,3
892,428.57,19,2024-05-26 16:14:04.253153,2,47.17,2,24.0,Asif,3
893,415.96,25,2024-05-14 16:14:04.253158,1,16.88,0,0.0,Junaid,2
894,201.61,22,2023-12-29 16:14:04.253162,3,38.17,0,0.0,Asif,5
895,335.7,31,2024-04-13 16:14:04.253168,1,24.43,0,0.0,Ramzan,1
896,106.47,17,2023-11-05 16:14:04.253172,1,36.18,1,16.43,Ramzan,1
897,150.11,23,2023-12-08 16:14:04.253177,1,36.98,1,11.22,Asif,3
898,448.69,32,2023-11-01 16:14:04.253182,0,0.0,2,3.19,Ali,3
899,11.44,10,2024-04-10 16:14:04.253187,1,23.04,1,26.91,Ramzan,4
900,47.33,10,2024-07-12 16:14:04.253191,3,36.64,2,14.77,Ramzan,5
901,107.9,36,2024-05-25 16:14:04.253195,3,17.61,1,24.66,Asif,3
902,18.13,8,2024-04-03 16:14:04.253199,3,7.0,1,22.28,Ramzan,4
903,94.81,20,2024-05-08 16:14:04.253204,1,27.33,1,12.28,Ali,5
904,293.61,32,2024-03-01 16:14:04.253209,2,9.2,0,0.0,Ali,1
905,213.61,50,2024-06-02 16:14:04.253213,2,44.47,1,7.63,Ali,4
906,446.87,14,2024-03-31 16:14:04.253217,3,49.52,0,0.0,Junaid,5
907,409.63,50,2024-08-25 16:14:04.253222,0,0.0,0,0.0,Ali,4
908,174.2,28,2023-09-05 16:14:04.253226,2,47.86,1,5.88,Ali,3
909,133.41,46,2023-12-03 16:14:04.253231,1,26.2,2,3.62,Junaid,2
910,192.95,24,2024-06-29 16:14:04.253235,2,41.95,2,25.57,Arif,1
911,297.2,15,2024-04-14 16:14:04.253243,3,3.72,2,6.47,Ramzan,3
912,137.69,22,2024-08-09 16:14:04.253248,0,0.0,1,24.74,Ali,3
913,313.95,30,2024-08-05 16:14:04.253252,2,40.9,2,5.72,Ramzan,5
914,207.66,4,2023-11-23 16:14:04.253257,2,2.43,0,0.0,Asif,4
915,278.26,13,2024-04-05 16:14:04.253262,3,0.32,2,10.14,Ramzan,1
916,220.88,23,2023-09-10 16:14:04.253267,0,0.0,1,22.71,Junaid,3
917,150.76,8,2024-06-29 16:14:04.253272,0,0.0,2,1.4,Ramzan,5
918,474.48,18,2023-10-11 16:14:04.253276,3,6.87,0,0.0,Ramzan,1
919,382.98,12,2023-12-25 16:14:04.253281,1,31.54,1,19.0,Ramzan,4
920,74.36,31,2024-07-11 16:14:04.253286,2,3.4,2,20.16,Arif,3
921,434.89,14,2024-08-26 16:14:04.253291,1,7.55,1,3.7,Arif,3
922,246.28,34,2023-11-13 16:14:04.253296,2,10.94,1,26.75,Asif,3
923,447.8,18,2024-04-09 16:14:04.253301,2,22.8,1,13.72,Junaid,1
924,400.93,34,2024-01-05 16:14:04.253306,1,3.02,2,17.68,Ramzan,1
925,215.48,11,2023-12-31 16:14:04.253311,3,31.89,1,15.13,Ramzan,1
926,16.12,41,2024-01-20 16:14:04.253316,3,46.7,2,28.92,Ramzan,1
927,138.0,12,2024-03-11 16:14:04.253320,2,45.64,0,0.0,Ramzan,5
928,273.11,49,2024-05-30 16:14:04.253324,3,32.96,2,0.13,Arif,2
929,318.57,15,2024-08-06 16:14:04.253328,2,0.79,0,0.0,Asif,5
930,132.65,31,2024-04-25 16:14:04.253332,3,26.61,2,22.09,Ali,3
931,73.98,49,2024-01-01 16:14:04.253337,2,20.57,1,16.6,Junaid,5
932,418.29,29,2024-07-05 16:14:04.253342,3,0.84,2,12.98,Ramzan,4
933,492.28,26,2024-07-30 16:14:04.253346,0,0.0,1,17.55,Asif,1
934,265.22,18,2024-02-09 16:14:04.253350,1,36.11,0,0.0,Ali,4
935,89.98,32,2023-12-25 16:14:04.253355,0,0.0,2,27.73,Asif,4
936,139.79,22,2024-07-26 16:14:04.253359,1,26.79,1,23.43,Arif,3
937,14.1,38,2023-11-11 16:14:04.253363,1,14.33,0,0.0,Ali,1
938,457.58,17,2023-10-15 16:14:04.253368,2,25.11,0,0.0,Asif,4
939,63.29,23,2023-09-16 16:14:04.253372,1,34.89,2,27.31,Arif,3
940,290.38,24,2024-08-05 16:14:04.253377,0,0.0,0,0.0,Asif,1
941,140.66,50,2024-06-16 16:14:04.253382,0,0.0,1,20.75,Asif,2
942,279.32,8,2024-06-17 16:14:04.253386,3,21.53,0,0.0,Ali,3
943,327.45,41,2023-11-18 16:14:04.253390,0,0.0,0,0.0,Arif,5
944,415.72,6,2024-03-30 16:14:04.253395,3,46.99,1,5.21,Ramzan,1
945,107.18,5,2024-07-20 16:14:04.253400,1,8.96,0,0.0,Junaid,4
946,10.44,44,2024-04-27 16:14:04.253405,0,0.0,0,0.0,Ali,4
947,72.76,29,2024-07-03 16:14:04.253410,1,45.9,0,0.0,Arif,5
948,450.51,28,2023-11-21 16:14:04.253414,0,0.0,0,0.0,Asif,5
949,437.58,11,2024-02-01 16:14:04.253418,0,0.0,1,24.46,Arif,4
950,300.72,1,2023-10-27 16:14:04.253422,3,26.22,0,0.0,Junaid,1
951,302.26,43,2023-11-01 16:14:04.253428,1,12.05,1,3.11,Junaid,3
952,334.19,19,2023-10-21 16:14:04.253432,0,0.0,0,0.0,Ramzan,5
953,91.81,9,2024-05-09 16:14:04.253436,2,30.99,0,0.0,Ramzan,5
954,457.63,27,2023-12-09 16:14:04.253441,1,12.62,0,0.0,Junaid,5
955,212.29,34,2024-02-20 16:14:04.253446,1,17.72,0,0.0,Ali,2
956,194.65,44,2024-01-15 16:14:04.253451,1,39.75,1,19.73,Ali,1
957,261.86,4,2024-01-19 16:14:04.253456,3,3.95,1,18.18,Asif,1
958,28.25,36,2024-04-02 16:14:04.253460,2,47.96,1,9.66,Ramzan,1
959,87.31,18,2023-11-05 16:14:04.253465,1,22.95,2,26.44,Asif,1
960,370.33,15,2024-01-26 16:14:04.253469,0,0.0,0,0.0,Ramzan,1
961,45.99,13,2024-03-29 16:14:04.253474,0,0.0,0,0.0,Junaid,4
962,303.56,19,2023-11-15 16:14:04.253478,3,12.16,1,12.56,Ali,5
963,126.45,49,2023-10-20 16:14:04.253483,0,0.0,2,18.27,Ali,4
964,197.7,6,2024-08-02 16:14:04.253487,1,34.86,0,0.0,Junaid,2
965,147.9,48,2023-10-25 16:14:04.253491,0,0.0,1,20.78,Asif,3
966,181.06,12,2024-07-13 16:14:04.253500,1,15.0,0,0.0,Asif,5
967,360.93,37,2024-05-18 16:14:04.253505,0,0.0,0,0.0,Arif,2
968,152.08,17,2023-10-17 16:14:04.253510,2,41.4,1,7.45,Ramzan,4
969,285.37,23,2024-05-16 16:14:04.253515,3,4.03,1,11.94,Asif,3
970,240.64,26,2024-04-19 16:14:04.253519,3,49.58,0,0.0,Junaid,2
971,333.52,29,2023-09-29 16:14:04.253524,2,32.49,0,0.0,Asif,3
972,468.73,33,2024-07-22 16:14:04.253528,2,1.58,1,10.29,Ali,2
973,367.62,27,2024-06-13 16:14:04.253775,3,20.26,0,0.0,Ramzan,4
974,111.4,25,2024-05-02 16:14:04.253807,2,18.86,0,0.0,Arif,3
975,20.44,10,2024-06-05 16:14:04.253814,1,23.8,1,8.83,Ramzan,2
976,134.82,47,2023-11-24 16:14:04.253818,0,0.0,0,0.0,Ali,4
977,299.56,23,2024-07-25 16:14:04.253824,3,31.84,0,0.0,Ali,5
978,30.46,21,2024-06-13 16:14:04.253828,2,35.14,2,24.14,Ali,4
